Id,Ref (haul identifier),Cruise,Station,Event,Netno,Nettype,Net mouthm2,Net mesh(mm),Trajectorycode,Date,Year,Month,Day,GMT time,Local time,Day/night,Latitude (dec degrees),Longitude (dec degrees),Minimumnet depth(m),Maximum net depth (m),Water depth mean within 10km range (m),Water depth range within 10km range (m),Mean climatological temperature within 10 km range,Bin size,Mean length (mm),Total krill in sample,Source,Comments
1590,AMLR2006A9-06,AMLR2006A,,,,IKMT,3.08,0.505,OB,21-Jan-06,2006,1,21,08:15:00,,,-61.2501,-57.5001,0,168,-2619,842,1.76,1,53.94,18,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1591,AMLR2006A9-07,AMLR2006A,,,,IKMT,3.08,0.505,OB,21-Jan-06,2006,1,21,10:58:00,,,-61.5001,-57.5001,0,170,-634,1169,1.6,1,51.31,26,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1592,AMLR2006A9-08,AMLR2006A,,,,IKMT,3.08,0.505,OB,21-Jan-06,2006,1,21,13:42:00,,,-61.7501,-57.5001,0,170,-336,181,1.32,1,48.18,83,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1593,AMLR2007A2-01,AMLR2007A,,,,IKMT,3.08,0.505,OB,24-Jan-07,2007,1,24,,,,-60.0001,-54.0001,0,,-2986,421,1.98,1,44.84,133,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1594,AMLR2007A2-02,AMLR2007A,,,,IKMT,3.08,0.505,OB,25-Jan-07,2007,1,25,,,,-60.2501,-54.0001,0,,-2751,742,1.79,1,45.73,118,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1595,AMLR2007A2-03,AMLR2007A,,,,IKMT,3.08,0.505,OB,25-Jan-07,2007,1,25,,,,-60.5001,-54.0001,0,,-2920,326,1.55,1,46.58,12,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1596,AMLR2007A2-04,AMLR2007A,,,,IKMT,3.08,0.505,OB,25-Jan-07,2007,1,25,,,,-60.7501,-54.0001,0,,-1922,2049,1.38,1,40.23,180,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1597,AMLR2007A2-05,AMLR2007A,,,,IKMT,3.08,0.505,OB,25-Jan-07,2007,1,25,,,,-61.0001,-54.0001,0,,-984,1655,1.25,1,37.16,134,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1598,AMLR2007A2-06,AMLR2007A,,,,IKMT,3.08,0.505,OB,25-Jan-07,2007,1,25,,,,-61.2501,-53.8001,0,,-1153,1131,0.91,1,44.9,125,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1599,AMLR2007A2-07,AMLR2007A,,,,IKMT,3.08,0.505,OB,25-Jan-07,2007,1,25,,,,-61.5001,-54.0001,0,,-745,728,0.76,1,37.25,4,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1600,AMLR2007A2-08,AMLR2007A,,,,IKMT,3.08,0.505,OB,25-Jan-07,2007,1,25,,,,-61.7501,-54.0001,0,,-343,180,0.64,1,24,2,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1601,AMLR2007A3-02,AMLR2007A,,,,IKMT,3.08,0.505,OB,24-Jan-07,2007,1,24,,,,-60.2501,-54.5001,0,,-3038,354,1.99,1,40.2,25,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1602,AMLR2007A3-04,AMLR2007A,,,,IKMT,3.08,0.505,OB,24-Jan-07,2007,1,24,,,,-60.7501,-54.5001,0,,-2541,1990,1.44,1,39.38,110,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1603,AMLR2007A3-06,AMLR2007A,,,,IKMT,3.08,0.505,OB,24-Jan-07,2007,1,24,,,,-61.2501,-54.5001,0,,-541,827,1.09,1,44.48,123,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1604,AMLR2007A3-08,AMLR2007A,,,,IKMT,3.08,0.505,OB,24-Jan-07,2007,1,24,,,,-61.7501,-54.5001,0,,-703,686,0.68,1,49.5,2,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1605,AMLR2007A4-01,AMLR2007A,,,,IKMT,3.08,0.505,OB,23-Jan-07,2007,1,23,,,,-60.0001,-55.0001,0,,-3516,285,2.16,1,49.72,79,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1606,AMLR2007A4-02,AMLR2007A,,,,IKMT,3.08,0.505,OB,23-Jan-07,2007,1,23,,,,-60.2501,-55.0001,0,,-3356,262,2.01,1,36.79,53,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1607,AMLR2007A4-03,AMLR2007A,,,,IKMT,3.08,0.505,OB,23-Jan-07,2007,1,23,,,,-60.5001,-55.0001,0,,-3393,298,1.79,1,39.27,26,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1608,AMLR2007A4-04,AMLR2007A,,,,IKMT,3.08,0.505,OB,23-Jan-07,2007,1,23,,,,-60.7501,-55.0001,0,,-2925,2117,1.59,1,43.62,143,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1609,AMLR2007A4-05,AMLR2007A,,,,IKMT,3.08,0.505,OB,23-Jan-07,2007,1,23,,,,-61.0001,-55.0001,0,,-382,1304,1.41,1,31.5,2,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1610,AMLR2007A4-07,AMLR2007A,,,,IKMT,3.08,0.505,OB,23-Jan-07,2007,1,23,,,,-61.5001,-55.0001,0,,-1097,1634,1.02,1,36.95,141,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1611,AMLR2007A4-08,AMLR2007A,,,,IKMT,3.08,0.505,OB,24-Jan-07,2007,1,24,,,,-61.7501,-55.0001,0,,-1909,1163,0.89,1,41.2,5,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1612,AMLR2007A5.5-01,AMLR2007A,,,,IKMT,3.08,0.505,OB,22-Jan-07,2007,1,22,,,,-60.0001,-55.7501,0,,-3614,482,2.34,1,49.5,4,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1613,AMLR2007A5.5-02,AMLR2007A,,,,IKMT,3.08,0.505,OB,22-Jan-07,2007,1,22,,,,-60.2501,-55.7501,0,,-3607,264,2.16,1,50.24,41,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1614,AMLR2007A5.5-03,AMLR2007A,,,,IKMT,3.08,0.505,OB,22-Jan-07,2007,1,22,,,,-60.5001,-55.7501,0,,-3682,334,1.9,1,44.11,64,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1615,AMLR2007A5.5-04,AMLR2007A,,,,IKMT,3.08,0.505,OB,22-Jan-07,2007,1,22,,,,-60.7501,-55.7501,0,,-2394,3407,1.78,1,32.41,150,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1616,AMLR2007A5.5-05,AMLR2007A,,,,IKMT,3.08,0.505,OB,22-Jan-07,2007,1,22,,,,-61.0001,-55.7501,0,,-128,378,1.69,1,30.17,18,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1617,AMLR2007A5.5-06,AMLR2007A,,,,IKMT,3.08,0.505,OB,22-Jan-07,2007,1,22,,,,-61.2501,-55.7501,0,,-143,208,1.35,1,42.53,107,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1618,AMLR2007A5.5-07,AMLR2007A,,,,IKMT,3.08,0.505,OB,22-Jan-07,2007,1,22,,,,-61.5001,-55.7501,0,,-306,659,1.18,1,44.85,80,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1619,AMLR2007A7-01,AMLR2007A,,,,IKMT,3.08,0.505,OB,21-Jan-07,2007,1,21,,,,-60.0001,-56.5001,0,,-3595,411,2.5,1,49.81,122,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1620,AMLR2007A7-02,AMLR2007A,,,,IKMT,3.08,0.505,OB,21-Jan-07,2007,1,21,,,,-60.2501,-56.5001,0,,-3804,797,2.33,1,36.52,54,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1621,AMLR2007A7-03,AMLR2007A,,,,IKMT,3.08,0.505,OB,21-Jan-07,2007,1,21,,,,-60.5001,-56.5001,0,,-3938,324,2.03,1,43.64,118,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1622,AMLR2007A7-04,AMLR2007A,,,,IKMT,3.08,0.505,OB,21-Jan-07,2007,1,21,,,,-60.7501,-56.5001,0,,-3023,2422,1.94,1,40.67,110,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1623,AMLR2007A7-05,AMLR2007A,,,,IKMT,3.08,0.505,OB,21-Jan-07,2007,1,21,,,,-61.0001,-56.5001,0,,-2110,1522,1.81,1,47.57,28,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1624,AMLR2007A7-06,AMLR2007A,,,,IKMT,3.08,0.505,OB,21-Jan-07,2007,1,21,,,,-61.2501,-56.5001,0,,-527,1107,1.58,1,45.68,113,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1625,AMLR2007A7-07,AMLR2007A,,,,IKMT,3.08,0.505,OB,21-Jan-07,2007,1,21,,,,-61.5001,-56.5001,0,,-490,330,1.36,1,43.52,104,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1626,AMLR2007A7-08,AMLR2007A,,,,IKMT,3.08,0.505,OB,21-Jan-07,2007,1,21,,,,-61.7501,-56.5001,0,,-556,368,1.14,1,42.6,109,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1627,AMLR2007A8-02,AMLR2007A,,,,IKMT,3.08,0.505,OB,20-Jan-07,2007,1,20,,,,-60.2501,-57.0001,0,,-3992,529,2.44,1,40.55,40,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1628,AMLR2007A8-04,AMLR2007A,,,,IKMT,3.08,0.505,OB,20-Jan-07,2007,1,20,,,,-60.7501,-57.0001,0,,-3715,2000,2.06,1,48.69,29,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1629,AMLR2007A8-06,AMLR2007A,,,,IKMT,3.08,0.505,OB,20-Jan-07,2007,1,20,,,,-61.2501,-57.0001,0,,-1612,1128,1.62,1,48.7,105,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1630,AMLR2007A8-08,AMLR2007A,,,,IKMT,3.08,0.505,OB,20-Jan-07,2007,1,20,,,,-61.7501,-57.0001,0,,-409,154,1.36,1,40.9,20,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1631,AMLR2007A9-01,AMLR2007A,,,,IKMT,3.08,0.505,OB,19-Jan-07,2007,1,19,,,,-60.0001,-57.5001,0,,-3860,611,2.66,1,46,6,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1632,AMLR2007A9-02,AMLR2007A,,,,IKMT,3.08,0.505,OB,19-Jan-07,2007,1,19,,,,-60.2501,-57.5001,0,,-2769,2914,2.51,1,26.79,110,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1633,AMLR2007A9-03,AMLR2007A,,,,IKMT,3.08,0.505,OB,19-Jan-07,2007,1,19,,,,-60.5001,-57.5001,0,,-3712,643,2.23,1,39.67,86,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1634,AMLR2007A9-04,AMLR2007A,,,,IKMT,3.08,0.505,OB,19-Jan-07,2007,1,19,,,,-60.7501,-57.5001,0,,-4678,1013,2.13,1,33.25,24,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1635,AMLR2007A9-05,AMLR2007A,,,,IKMT,3.08,0.505,OB,19-Jan-07,2007,1,19,,,,-61.0001,-57.5001,0,,-3732,1721,2.01,1,45.29,56,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1636,AMLR2007A9-06,AMLR2007A,,,,IKMT,3.08,0.505,OB,19-Jan-07,2007,1,19,,,,-61.2501,-57.5001,0,,-2619,842,1.76,1,50.63,72,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1637,AMLR2007A9-07,AMLR2007A,,,,IKMT,3.08,0.505,OB,20-Jan-07,2007,1,20,,,,-61.5001,-57.5001,0,,-634,1169,1.6,1,47.97,118,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1638,AMLR2007A9-08,AMLR2007A,,,,IKMT,3.08,0.505,OB,20-Jan-07,2007,1,20,,,,-61.7501,-57.5001,0,,-336,181,1.32,1,27.4,87,"US Antarctic Marine Living Resources (AMLR) Program data sent by Valerie Loeb (1990-2007 exclusive, missing 2000 season)",
1639,ARG82102,ARG82,102,,,IKMT,5,4,,03-Jul-82,1982,7,3,18:32:00,,N,-56.9835,19.9831,0,100,-3956,1042,1.22,1,32.7,23,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1640,ARG82103,ARG82,103,,,IKMT,5,4,,04-Jul-82,1982,7,4,04:05:00,,N,-56.0002,19.9665,0,100,-4699,815,1.24,1,43.26,35,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1641,ARG8228,ARG82,28,,,IKMT,5,4,,23-May-82,1982,5,23,13:50:00,,D,-55.0169,-17.9169,0,100,-4357,810,2.56,1,44.97,200,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1642,ARG8229,ARG82,29,,,IKMT,5,4,,24-May-82,1982,5,24,04:00:00,,N,-56.0169,-17.9502,0,100,-4336,697,2.06,1,43.94,214,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1643,ARG8230,ARG82,30,,,IKMT,5,4,,25-May-82,1982,5,25,09:12:00,,N,-58.9835,-18.0502,0,100,-2954,1542,1.05,1,28.43,205,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1644,ARG8231,ARG82,31,,,IKMT,5,4,,25-May-82,1982,5,25,18:40:00,,N,-60.0002,-18.0169,0,160,-3133,1662,0.76,1,26.99,213,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1645,ARG8232,ARG82,32,,,IKMT,5,4,,26-May-82,1982,5,26,14:10:00,,D,-61.0835,-18.0169,0,100,-3900,1000,0.49,1,30.72,137,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1646,ARG8233,ARG82,33,,,IKMT,5,4,,27-May-82,1982,5,27,10:08:00,,D,-61.0169,-13.9835,0,100,-4703,1185,0.4,1,27.15,34,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1647,ARG8234,ARG82,34,,,IKMT,5,4,,27-May-82,1982,5,27,20:35:00,,N,-60.9835,-11.9335,0,100,-5075,585,0.43,1,28.64,210,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1648,ARG8235,ARG82,35,,,IKMT,5,4,,28-May-82,1982,5,28,07:42:00,,N,-61.0169,-10.0002,0,100,-5129,673,0.47,1,29.74,200,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1649,ARG8236,ARG82,36,,,IKMT,5,4,,28-May-82,1982,5,28,19:59:00,,N,-61.0169,-7.9669,0,100,-5570,598,0.55,1,27.12,199,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1650,ARG8237,ARG82,37,,,IKMT,5,4,,29-May-82,1982,5,29,07:57:00,,N,-60.9835,-5.9835,0,100,-5372,370,0.65,1,28.17,200,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1651,ARG8239,ARG82,39,,,IKMT,5,4,,30-May-82,1982,5,30,07:36:00,,N,-59.9169,-3.8502,0,100,-5205,669,0.73,1,26.71,200,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1652,ARG8240,ARG82,40,,,IKMT,5,4,,30-May-82,1982,5,30,21:05:00,,N,-58.9835,-3.9835,0,100,-4202,769,0.77,1,29.57,220,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1653,ARG8241,ARG82,41,,,IKMT,5,4,,31-May-82,1982,5,31,07:30:00,,N,-58.2335,-3.9335,0,100,-4217,1021,0.84,1,28.44,62,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1654,ARG8242,ARG82,42,,,IKMT,5,4,,31-May-82,1982,5,31,22:05:00,,N,-56.9669,-3.9669,0,100,-3166,1420,1.03,1,35.96,54,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1655,ARG8245,ARG82,45,,,IKMT,5,4,,02-Jun-82,1982,6,2,17:35:00,,N,-54.0169,-3.9835,0,100,-1291,1779,1.66,1,48.86,42,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1656,ARG8249,ARG82,49,,,IKMT,5,4,,04-Jun-82,1982,6,4,22:18:00,,N,-53.0169,0.1331,0,100,-2463,852,2.07,1,50.52,200,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1657,ARG8251,ARG82,51,,,IKMT,5,4,,05-Jun-82,1982,6,5,17:50:00,,N,-54.9835,0.0998,0,100,-1758,1123,1.28,1,46.58,149,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1658,ARG8252,ARG82,52,,,IKMT,5,4,,06-Jun-82,1982,6,6,06:20:00,,N,-56.0169,0.0331,0,100,-3654,798,1.03,1,38.34,61,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1659,ARG8253,ARG82,53,,,IKMT,5,4,,06-Jun-82,1982,6,6,18:15:00,,N,-57.0669,0.0331,0,100,-3791,773,0.91,1,41.36,14,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1660,ARG8255,ARG82,55,,,IKMT,5,4,,07-Jun-82,1982,6,7,16:42:00,,N,-59.0169,0.0165,0,100,-4425,929,0.82,1,32.23,100,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1661,ARG8261,ARG82,61,,,IKMT,5,4,,10-Jun-82,1982,6,10,17:00:00,,N,-57.9669,4.1998,0,100,-5212,1143,0.9,1,34.54,250,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1662,ARG8262,ARG82,62,,,IKMT,5,4,,11-Jun-82,1982,6,11,04:04:00,,N,-57.0335,4.0331,0,100,-4979,1165,0.94,1,47.56,27,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1663,ARG8265,ARG82,65,,,IKMT,5,4,,12-Jun-82,1982,6,12,17:50:00,,N,-53.9669,3.9165,0,100,-2143,983,1.47,1,51.7,10,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1664,ARG8271,ARG82,71,,,IKMT,5,4,,17-Jun-82,1982,6,17,17:07:00,,N,-55.0002,8.0831,0,100,-2701,681,1.17,1,48.57,84,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1665,ARG8272,ARG82,72,,,IKMT,5,4,,18-Jun-82,1982,6,18,06:20:00,,N,-55.9835,8.1165,0,100,-4729,1294,1.01,1,44.59,68,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1666,ARG8274,ARG82,74,,,IKMT,5,4,,20-Jun-82,1982,6,20,17:25:00,,N,-59.0835,7.9831,0,100,-5136,329,0.94,1,33.33,48,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1667,ARG8275,ARG82,75,,,IKMT,5,4,,21-Jun-82,1982,6,21,04:32:00,,N,-60.0502,7.9831,0,100,-5115,291,0.96,1,29.8,194,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1668,ARG8278,ARG82,78,,,IKMT,5,4,,22-Jun-82,1982,6,22,20:55:00,,N,-60.0335,12.0165,0,100,-5083,418,1,1,30.2,111,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1669,ARG8283,ARG82,83,,,IKMT,5,4,,24-Jun-82,1982,6,24,21:25:00,,N,-55.4002,12.0165,0,90,-5045,825,1.06,1,46.68,22,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1670,ARG8284,ARG82,84,,,IKMT,5,4,,25-Jun-82,1982,6,25,05:03:00,,N,-54.9502,12.0831,0,100,-4616,1068,1.11,1,45.13,32,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1671,ARG8285,ARG82,85,,,IKMT,5,4,,25-Jun-82,1982,6,25,16:15:00,,N,-54.0169,12.0165,0,100,-3672,1259,1.24,1,48.33,30,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1672,ARG8289,ARG82,89,,,IKMT,5,4,,27-Jun-82,1982,6,27,19:50:00,,N,-53.0002,16.0665,0,104,-3586,963,1.65,1,49.25,20,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1673,ARG8290,ARG82,90,,,IKMT,5,4,,28-Jun-82,1982,6,28,06:00:00,,N,-54.0002,16.0165,0,100,-4465,573,1.35,1,50.82,200,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1674,ARG8291,ARG82,91,,,IKMT,5,4,,28-Jun-82,1982,6,28,17:14:00,,N,-55.0169,16.0331,0,100,-4875,732,1.24,1,49.94,200,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1675,ARG8294,ARG82,94,,,IKMT,5,4,,30-Jun-82,1982,6,30,01:20:00,,N,-58.0002,16.0498,0,100,-5331,565,1.06,1,32.2,75,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1676,ARG8296,ARG82,96,,,IKMT,5,4,,30-Jun-82,1982,6,30,21:15:00,,N,-60.0002,15.9831,0,100,-4871,1023,1.06,1,27.98,200,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1677,ARG8297,ARG82,97,,,IKMT,5,4,,01-Jul-82,1982,7,1,11:05:00,,D,-60.1669,16.3665,0,100,-4887,234,1.06,1,27.6,25,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1678,ARG841,ARG84,1,,,IKMT,5,4,,27-Jan-84,1984,1,27,23:35:00,,N,-53.9835,-39.9502,0,100,-1812,2176,3.79,1,44.67,9,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1679,ARG84101,ARG84,101,,,IKMT,5,4,,24-Feb-84,1984,2,24,17:30:00,,D,-59.0002,-44.3002,0,100,-1492,557,1.97,1,48.54,210,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1680,ARG84102,ARG84,102,,,IKMT,5,4,,24-Feb-84,1984,2,24,23:00:00,,N,-59.3502,-44.2669,0,100,-2037,1229,1.83,1,46.83,63,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1681,ARG84104,ARG84,104,,,IKMT,5,4,,25-Feb-84,1984,2,25,08:58:00,,D,-59.9502,-44.3169,0,100,-4758,331,1.4,1,48.64,200,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1682,ARG84107,ARG84,107,,,IKMT,5,4,,26-Feb-84,1984,2,26,14:23:00,,D,-59.9835,-45.5835,0,100,-4881,1534,1.4,1,45.57,200,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1683,ARG8411,ARG84,11,,,IKMT,5,4,,31-Jan-84,1984,1,31,01:10:00,,N,-53.3669,-30.6335,0,100,-3735,251,2.75,1,44.29,21,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1684,ARG84119,ARG84,119,,,IKMT,5,4,,29-Feb-84,1984,2,29,21:43:00,,D,-60.3169,-46.9835,0,100,-1256,2002,1.2,1,43.4,50,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1685,ARG84120,ARG84,120,,,IKMT,5,4,,01-Mar-84,1984,3,1,04:45:00,,N,-60.8002,-47.0002,0,140,-413,1028,0.86,1,44.01,200,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1686,ARG84124,ARG84,124,,,IKMT,5,4,,02-Mar-84,1984,3,2,08:25:00,,N,-60.3335,-49.5835,0,100,-3188,2366,1.13,1,44.82,200,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1687,ARG84125,ARG84,125,,,IKMT,5,4,,02-Mar-84,1984,3,2,12:55:00,,D,-59.8335,-49.5669,0,100,-4017,266,1.36,1,41.91,185,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1688,ARG84126,ARG84,126,,,IKMT,5,4,,02-Mar-84,1984,3,2,17:15:00,,D,-59.6502,-49.6002,0,100,-3855,155,1.7,1,44.56,200,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1689,ARG84128,ARG84,128,,,IKMT,5,4,,03-Mar-84,1984,3,3,02:12:00,,N,-58.9835,-49.6835,0,100,-3879,250,2.1,1,45.13,72,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1690,ARG84129,ARG84,129,,,IKMT,5,4,,03-Mar-84,1984,3,3,14:55:00,,D,-60.0002,-52.3335,0,100,-3312,173,1.67,1,46.43,200,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1691,ARG84131,ARG84,131,,,IKMT,5,4,,04-Mar-84,1984,3,4,00:07:00,,N,-60.6669,-52.3502,0,100,-1556,2101,1.03,1,39.74,178,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
1692,ARG84132,ARG84,132,,,IKMT,5,4,,04-Mar-84,1984,3,4,04:20:00,,N,-60.9669,-52.3335,0,100,-1795,2354,0.87,1,43.27,204,"German data sent by Volker Siegel, Sea Fisheries Institute, Hamburg",
